idx;util;clip;label;overlap_ratio;concepts;id;movie;srt_name;video_name;graph_number
444;1;tt0212338scene-011.ss-0102.es-0112;Easy Neg;0.99;[''];tt0212338-011;tt0212338;scene-011.ss-0102.es-0112.srt;tt0212338_scene_11.avi;10
445;0;tt0212338scene-012.ss-0113.es-0113;Easy Neg;0.99;[''];tt0212338-012;tt0212338;scene-012.ss-0113.es-0113.srt;tt0212338_scene_12.mp4;-1
446;1;tt0212338scene-013.ss-0114.es-0119;Easy Neg;1.00;[''];tt0212338-013;tt0212338;scene-013.ss-0114.es-0119.srt;tt0212338_scene_13.avi;12
447;1;tt0212338scene-014.ss-0120.es-0125;Hard Neg;0.94;['Voice', ' Speech', ' Activities'];tt0212338-014;tt0212338;scene-014.ss-0120.es-0125.srt;tt0212338_scene_14.avi;13
448;1;tt0212338scene-015.ss-0126.es-0139;Hard Neg;1.00;['Voice', ' Speech', ' Activities'];tt0212338-015;tt0212338;scene-015.ss-0126.es-0139.srt;tt0212338_scene_15.avi;14
449;1;tt0212338scene-016.ss-0140.es-0146;Hard Neg;1.00;['Voice', ' Speech', ' Activities'];tt0212338-016;tt0212338;scene-016.ss-0140.es-0146.srt;tt0212338_scene_16.avi;15
450;1;tt0212338scene-017.ss-0147.es-0154;Hard Neg;0.59;['Voice', ' Speech', ' Activities'];tt0212338-017;tt0212338;scene-017.ss-0147.es-0154.srt;tt0212338_scene_17.avi;16
451;1;tt0212338scene-018.ss-0155.es-0162;Easy Neg;1.00;[''];tt0212338-018;tt0212338;scene-018.ss-0155.es-0162.srt;tt0212338_scene_18.avi;17
452;1;tt0212338scene-019.ss-0163.es-0172;Easy Neg;1.00;[''];tt0212338-019;tt0212338;scene-019.ss-0163.es-0172.srt;tt0212338_scene_19.avi;18
453;1;tt0212338scene-020.ss-0173.es-0179;Easy Neg;1.00;[''];tt0212338-020;tt0212338;scene-020.ss-0173.es-0179.srt;tt0212338_scene_20.avi;19
454;1;tt0212338scene-021.ss-0180.es-0208;Easy Neg;1.00;[''];tt0212338-021;tt0212338;scene-021.ss-0180.es-0208.srt;tt0212338_scene_21.avi;20
455;1;tt0212338scene-022.ss-0209.es-0215;Easy Neg;1.00;[''];tt0212338-022;tt0212338;scene-022.ss-0209.es-0215.srt;tt0212338_scene_22.avi;21
456;1;tt0212338scene-023.ss-0216.es-0224;Easy Neg;1.00;[''];tt0212338-023;tt0212338;scene-023.ss-0216.es-0224.srt;tt0212338_scene_23.avi;22
457;1;tt0212338scene-024.ss-0225.es-0228;Not Sure;0.99;['Activities'];tt0212338-024;tt0212338;scene-024.ss-0225.es-0228.srt;tt0212338_scene_24.avi;23
458;1;tt0212338scene-025.ss-0229.es-0243;Not Sure;0.29;['Activities'];tt0212338-025;tt0212338;scene-025.ss-0229.es-0243.srt;tt0212338_scene_25.avi;24
459;1;tt0212338scene-026.ss-0244.es-0277;Hard Neg;1.00;['Speech'];tt0212338-026;tt0212338;scene-026.ss-0244.es-0277.srt;tt0212338_scene_26.avi;25
460;1;tt0212338scene-027.ss-0278.es-0282;Hard Neg;1.00;['Speech'];tt0212338-027;tt0212338;scene-027.ss-0278.es-0282.srt;tt0212338_scene_27.avi;26
461;1;tt0212338scene-028.ss-0283.es-0284;Hard Neg;0.34;['Speech'];tt0212338-028;tt0212338;scene-028.ss-0283.es-0284.srt;tt0212338_scene_28.avi;-1
462;1;tt0212338scene-029.ss-0285.es-0288;Easy Neg;1.00;[''];tt0212338-029;tt0212338;scene-029.ss-0285.es-0288.srt;tt0212338_scene_29.avi;28
463;1;tt0212338scene-030.ss-0289.es-0306;Easy Neg;1.00;[''];tt0212338-030;tt0212338;scene-030.ss-0289.es-0306.srt;tt0212338_scene_30.avi;29
464;1;tt0212338scene-031.ss-0307.es-0307;Not Sure;1.00;['Speech', ' Activities'];tt0212338-031;tt0212338;scene-031.ss-0307.es-0307.srt;tt0212338_scene_31.avi;30
465;1;tt0212338scene-032.ss-0308.es-0318;Easy Neg;1.00;[''];tt0212338-032;tt0212338;scene-032.ss-0308.es-0318.srt;tt0212338_scene_32.avi;31
466;1;tt0212338scene-033.ss-0319.es-0325;Easy Neg;1.00;[''];tt0212338-033;tt0212338;scene-033.ss-0319.es-0325.srt;tt0212338_scene_33.avi;32
467;1;tt0212338scene-034.ss-0326.es-0327;Hard Neg;0.76;['Speech'];tt0212338-034;tt0212338;scene-034.ss-0326.es-0327.srt;tt0212338_scene_34.avi;33
468;1;tt0212338scene-035.ss-0328.es-0342;Hard Neg;1.00;['Speech'];tt0212338-035;tt0212338;scene-035.ss-0328.es-0342.srt;tt0212338_scene_35.avi;34
469;1;tt0212338scene-036.ss-0343.es-0348;Hard Neg;1.00;['Speech'];tt0212338-036;tt0212338;scene-036.ss-0343.es-0348.srt;tt0212338_scene_36.avi;35
470;1;tt0212338scene-037.ss-0349.es-0363;Hard Neg;1.00;['Speech'];tt0212338-037;tt0212338;scene-037.ss-0349.es-0363.srt;tt0212338_scene_37.avi;36
471;0;tt0212338scene-038.ss-0364.es-0365;Not Sure;1.00;['Activities'];tt0212338-038;tt0212338;scene-038.ss-0364.es-0365.srt;tt0212338_scene_38.mp4;-1
472;1;tt0212338scene-039.ss-0366.es-0374;Not Sure;1.00;['Activities'];tt0212338-039;tt0212338;scene-039.ss-0366.es-0374.srt;tt0212338_scene_39.avi;38
473;1;tt0212338scene-040.ss-0375.es-0399;Not Sure;0.24;['Activities'];tt0212338-040;tt0212338;scene-040.ss-0375.es-0399.srt;tt0212338_scene_40.avi;39
474;1;tt0212338scene-041.ss-0400.es-0415;Hard Neg;1.00;['Speech'];tt0212338-041;tt0212338;scene-041.ss-0400.es-0415.srt;tt0212338_scene_41.avi;40
475;1;tt0212338scene-042.ss-0416.es-0443;Hard Neg;1.00;['Speech'];tt0212338-042;tt0212338;scene-042.ss-0416.es-0443.srt;tt0212338_scene_42.avi;41
476;1;tt0212338scene-043.ss-0444.es-0479;Hard Neg;1.00;['Speech'];tt0212338-043;tt0212338;scene-043.ss-0444.es-0479.srt;tt0212338_scene_43.avi;42
477;1;tt0212338scene-044.ss-0480.es-0482;Hard Neg;0.42;['Speech'];tt0212338-044;tt0212338;scene-044.ss-0480.es-0482.srt;tt0212338_scene_44.avi;43
478;1;tt0212338scene-045.ss-0483.es-0486;Easy Neg;1.00;[''];tt0212338-045;tt0212338;scene-045.ss-0483.es-0486.srt;tt0212338_scene_45.avi;44
479;1;tt0212338scene-046.ss-0487.es-0512;Easy Neg;1.00;[''];tt0212338-046;tt0212338;scene-046.ss-0487.es-0512.srt;tt0212338_scene_46.avi;45
480;1;tt0212338scene-047.ss-0513.es-0525;Not Sure;0.97;['Clothes', ' Speech', ' Activities'];tt0212338-047;tt0212338;scene-047.ss-0513.es-0525.srt;tt0212338_scene_47.avi;46
481;1;tt0212338scene-048.ss-0526.es-0537;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt0212338-048;tt0212338;scene-048.ss-0526.es-0537.srt;tt0212338_scene_48.avi;47
482;1;tt0212338scene-049.ss-0538.es-0554;Hard Neg;1.00;['Speech'];tt0212338-049;tt0212338;scene-049.ss-0538.es-0554.srt;tt0212338_scene_49.avi;48
483;1;tt0212338scene-050.ss-0555.es-0560;Hard Neg;1.00;['Speech'];tt0212338-050;tt0212338;scene-050.ss-0555.es-0560.srt;tt0212338_scene_50.avi;49
484;1;tt0212338scene-051.ss-0561.es-0565;Hard Neg;1.00;['Speech'];tt0212338-051;tt0212338;scene-051.ss-0561.es-0565.srt;tt0212338_scene_51.avi;-1
485;0;tt0212338scene-052.ss-0566.es-0574;Easy Neg;1.00;[''];tt0212338-052;tt0212338;scene-052.ss-0566.es-0574.srt;tt0212338_scene_52.mp4;-1
486;1;tt0212338scene-053.ss-0575.es-0583;Easy Neg;1.00;[''];tt0212338-053;tt0212338;scene-053.ss-0575.es-0583.srt;tt0212338_scene_53.avi;52
487;1;tt0212338scene-054.ss-0584.es-0612;Easy Neg;1.00;[''];tt0212338-054;tt0212338;scene-054.ss-0584.es-0612.srt;tt0212338_scene_54.avi;53
488;1;tt0212338scene-055.ss-0613.es-0624;Easy Neg;1.00;[''];tt0212338-055;tt0212338;scene-055.ss-0613.es-0624.srt;tt0212338_scene_55.avi;54
489;1;tt0212338scene-056.ss-0625.es-0660;Easy Neg;1.00;[''];tt0212338-056;tt0212338;scene-056.ss-0625.es-0660.srt;tt0212338_scene_56.avi;55
490;1;tt0212338scene-057.ss-0661.es-0681;Not Sure;0.87;['Clothes', ' Speech', ' Activities'];tt0212338-057;tt0212338;scene-057.ss-0661.es-0681.srt;tt0212338_scene_57.avi;56
491;1;tt0212338scene-058.ss-0682.es-0693;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt0212338-058;tt0212338;scene-058.ss-0682.es-0693.srt;tt0212338_scene_58.avi;57
492;0;tt0212338scene-059.ss-0694.es-0694;Not Sure;1.00;['Clothes', ' Speech', ' Activities'];tt0212338-059;tt0212338;scene-059.ss-0694.es-0694.srt;;-1
493;1;tt0212338scene-060.ss-0695.es-0711;Hard Neg;1.00;['Speech'];tt0212338-060;tt0212338;scene-060.ss-0695.es-0711.srt;tt0212338_scene_60.avi;59
494;1;tt0212338scene-061.ss-0712.es-0719;Not Sure;0.99;['Speech'];tt0212338-061;tt0212338;scene-061.ss-0712.es-0719.srt;tt0212338_scene_61.avi;60
495;1;tt0212338scene-062.ss-0720.es-0738;Not Sure;1.00;['Speech'];tt0212338-062;tt0212338;scene-062.ss-0720.es-0738.srt;tt0212338_scene_62.avi;61
496;1;tt0212338scene-063.ss-0739.es-0751;Not Sure;1.00;['Speech'];tt0212338-063;tt0212338;scene-063.ss-0739.es-0751.srt;tt0212338_scene_63.avi;62
497;1;tt0212338scene-064.ss-0752.es-0765;Not Sure;1.00;['Speech'];tt0212338-064;tt0212338;scene-064.ss-0752.es-0765.srt;tt0212338_scene_64.avi;63
498;1;tt0212338scene-065.ss-0766.es-0780;Not Sure;1.00;['Speech'];tt0212338-065;tt0212338;scene-065.ss-0766.es-0780.srt;tt0212338_scene_65.avi;64
499;1;tt0212338scene-066.ss-0781.es-0806;Not Sure;1.00;['Body', ' Speech'];tt0212338-066;tt0212338;scene-066.ss-0781.es-0806.srt;tt0212338_scene_66.avi;65
500;1;tt0212338scene-067.ss-0807.es-0812;Hard Neg;1.00;['Posture', ' Speech'];tt0212338-067;tt0212338;scene-067.ss-0807.es-0812.srt;tt0212338_scene_67.avi;66
501;1;tt0212338scene-068.ss-0813.es-0821;Hard Neg;1.00;['Posture', ' Speech'];tt0212338-068;tt0212338;scene-068.ss-0813.es-0821.srt;tt0212338_scene_68.avi;67
502;1;tt0212338scene-069.ss-0822.es-0840;Hard Neg;1.00;['Posture', ' Speech'];tt0212338-069;tt0212338;scene-069.ss-0822.es-0840.srt;tt0212338_scene_69.avi;68
503;1;tt0212338scene-070.ss-0841.es-0843;Hard Neg;0.95;['Speech'];tt0212338-070;tt0212338;scene-070.ss-0841.es-0843.srt;tt0212338_scene_70.avi;69
504;1;tt0212338scene-071.ss-0844.es-0845;Hard Neg;1.00;['Speech'];tt0212338-071;tt0212338;scene-071.ss-0844.es-0845.srt;tt0212338_scene_71.avi;70
505;1;tt0212338scene-072.ss-0846.es-0846;Hard Neg;1.00;['Speech'];tt0212338-072;tt0212338;scene-072.ss-0846.es-0846.srt;tt0212338_scene_72.avi;-1
506;1;tt0212338scene-073.ss-0847.es-0849;Hard Neg;1.00;['Speech'];tt0212338-073;tt0212338;scene-073.ss-0847.es-0849.srt;tt0212338_scene_73.avi;72
507;1;tt0212338scene-074.ss-0850.es-0854;Hard Neg;1.00;['Speech'];tt0212338-074;tt0212338;scene-074.ss-0850.es-0854.srt;tt0212338_scene_74.avi;73
508;1;tt0212338scene-075.ss-0855.es-0858;Hard Neg;1.00;['Speech'];tt0212338-075;tt0212338;scene-075.ss-0855.es-0858.srt;tt0212338_scene_75.avi;74
509;1;tt0212338scene-076.ss-0859.es-0868;Hard Neg;1.00;['Speech'];tt0212338-076;tt0212338;scene-076.ss-0859.es-0868.srt;tt0212338_scene_76.avi;75
510;1;tt0212338scene-077.ss-0869.es-0874;Hard Neg;1.00;['Speech'];tt0212338-077;tt0212338;scene-077.ss-0869.es-0874.srt;tt0212338_scene_77.avi;76
511;1;tt0212338scene-078.ss-0875.es-0893;Hard Neg;1.00;['Speech'];tt0212338-078;tt0212338;scene-078.ss-0875.es-0893.srt;tt0212338_scene_78.avi;77
512;1;tt0212338scene-079.ss-0894.es-0904;Easy Neg;1.00;[''];tt0212338-079;tt0212338;scene-079.ss-0894.es-0904.srt;tt0212338_scene_79.avi;78
513;1;tt0212338scene-080.ss-0905.es-0911;Easy Neg;1.00;[''];tt0212338-080;tt0212338;scene-080.ss-0905.es-0911.srt;tt0212338_scene_80.avi;79
514;1;tt0212338scene-081.ss-0912.es-0921;Easy Neg;1.00;[''];tt0212338-081;tt0212338;scene-081.ss-0912.es-0921.srt;tt0212338_scene_81.avi;80
515;1;tt0212338scene-082.ss-0922.es-0928;Easy Neg;1.00;[''];tt0212338-082;tt0212338;scene-082.ss-0922.es-0928.srt;tt0212338_scene_82.avi;81
516;1;tt0212338scene-083.ss-0929.es-0936;Not Sure;0.99;['Body', ' Clothes'];tt0212338-083;tt0212338;scene-083.ss-0929.es-0936.srt;tt0212338_scene_83.avi;-1
517;0;tt0212338scene-084.ss-0937.es-0941;Not Sure;1.00;['Body', ' Clothes'];tt0212338-084;tt0212338;scene-084.ss-0937.es-0941.srt;tt0212338_scene_84.mp4;-1
518;1;tt0212338scene-085.ss-0942.es-0947;Not Sure;1.00;['Body', ' Clothes'];tt0212338-085;tt0212338;scene-085.ss-0942.es-0947.srt;tt0212338_scene_85.avi;84
519;1;tt0212338scene-086.ss-0948.es-0962;Hard Neg;0.92;['Clothes'];tt0212338-086;tt0212338;scene-086.ss-0948.es-0962.srt;tt0212338_scene_86.avi;85
520;1;tt0212338scene-087.ss-0963.es-0972;Hard Neg;1.00;['Clothes'];tt0212338-087;tt0212338;scene-087.ss-0963.es-0972.srt;tt0212338_scene_87.avi;-1
521;1;tt0212338scene-088.ss-0973.es-0985;Hard Neg;1.00;['Clothes'];tt0212338-088;tt0212338;scene-088.ss-0973.es-0985.srt;tt0212338_scene_88.avi;87
522;1;tt0212338scene-089.ss-0986.es-0992;Hard Neg;1.00;['Clothes'];tt0212338-089;tt0212338;scene-089.ss-0986.es-0992.srt;tt0212338_scene_89.avi;88
523;1;tt0212338scene-090.ss-0993.es-1009;Hard Neg;1.00;['Clothes'];tt0212338-090;tt0212338;scene-090.ss-0993.es-1009.srt;tt0212338_scene_90.avi;89
524;1;tt0212338scene-091.ss-1010.es-1011;Hard Neg;1.00;['Clothes'];tt0212338-091;tt0212338;scene-091.ss-1010.es-1011.srt;tt0212338_scene_91.avi;90
525;1;tt0212338scene-092.ss-1012.es-1013;Hard Neg;0.23;['Clothes'];tt0212338-092;tt0212338;scene-092.ss-1012.es-1013.srt;tt0212338_scene_92.avi;91
526;1;tt0212338scene-093.ss-1014.es-1024;Easy Neg;1.00;[''];tt0212338-093;tt0212338;scene-093.ss-1014.es-1024.srt;tt0212338_scene_93.avi;92
527;1;tt0212338scene-094.ss-1025.es-1035;Easy Neg;1.00;[''];tt0212338-094;tt0212338;scene-094.ss-1025.es-1035.srt;tt0212338_scene_94.avi;93
528;1;tt0212338scene-095.ss-1036.es-1050;Easy Neg;1.00;[''];tt0212338-095;tt0212338;scene-095.ss-1036.es-1050.srt;tt0212338_scene_95.avi;94
529;1;tt0212338scene-096.ss-1051.es-1056;Easy Neg;1.00;[''];tt0212338-096;tt0212338;scene-096.ss-1051.es-1056.srt;tt0212338_scene_96.avi;95
530;1;tt0212338scene-097.ss-1057.es-1059;Easy Neg;1.00;[''];tt0212338-097;tt0212338;scene-097.ss-1057.es-1059.srt;tt0212338_scene_97.avi;96
531;1;tt0212338scene-098.ss-1060.es-1060;Easy Neg;0.97;[''];tt0212338-098;tt0212338;scene-098.ss-1060.es-1060.srt;tt0212338_scene_98.avi;-1
532;1;tt0212338scene-099.ss-1061.es-1068;Easy Neg;1.00;[''];tt0212338-099;tt0212338;scene-099.ss-1061.es-1068.srt;tt0212338_scene_99.avi;98
533;1;tt0212338scene-100.ss-1069.es-1091;Easy Neg;1.00;[''];tt0212338-100;tt0212338;scene-100.ss-1069.es-1091.srt;tt0212338_scene_100.avi;99
534;1;tt0212338scene-101.ss-1092.es-1098;Easy Neg;1.00;[''];tt0212338-101;tt0212338;scene-101.ss-1092.es-1098.srt;tt0212338_scene_101.avi;100
535;0;tt0212338scene-102.ss-1099.es-1107;Easy Neg;1.00;[''];tt0212338-102;tt0212338;scene-102.ss-1099.es-1107.srt;tt0212338_scene_102.mp4;-1
536;1;tt0212338scene-103.ss-1108.es-1118;Easy Neg;1.00;[''];tt0212338-103;tt0212338;scene-103.ss-1108.es-1118.srt;tt0212338_scene_103.avi;102
537;1;tt0212338scene-104.ss-1119.es-1119;Easy Neg;1.00;[''];tt0212338-104;tt0212338;scene-104.ss-1119.es-1119.srt;tt0212338_scene_104.avi;103
538;0;tt0212338scene-105.ss-1120.es-1126;Easy Neg;1.00;[''];tt0212338-105;tt0212338;scene-105.ss-1120.es-1126.srt;tt0212338_scene_105.mp4;-1
539;1;tt0212338scene-106.ss-1127.es-1130;Easy Neg;1.00;[''];tt0212338-106;tt0212338;scene-106.ss-1127.es-1130.srt;tt0212338_scene_106.avi;105
540;0;tt0212338scene-107.ss-1131.es-1140;Easy Neg;1.00;[''];tt0212338-107;tt0212338;scene-107.ss-1131.es-1140.srt;tt0212338_scene_107.mp4;-1
541;1;tt0212338scene-108.ss-1141.es-1144;Easy Neg;1.00;[''];tt0212338-108;tt0212338;scene-108.ss-1141.es-1144.srt;tt0212338_scene_108.avi;-1
542;1;tt0212338scene-109.ss-1145.es-1151;Easy Neg;1.00;[''];tt0212338-109;tt0212338;scene-109.ss-1145.es-1151.srt;tt0212338_scene_109.avi;108
543;1;tt0212338scene-110.ss-1152.es-1196;Easy Neg;1.00;[''];tt0212338-110;tt0212338;scene-110.ss-1152.es-1196.srt;tt0212338_scene_110.avi;109
544;1;tt0212338scene-111.ss-1197.es-1203;Easy Neg;1.00;[''];tt0212338-111;tt0212338;scene-111.ss-1197.es-1203.srt;tt0212338_scene_111.avi;110
545;0;tt0212338scene-112.ss-1204.es-1204;Easy Neg;0.99;[''];tt0212338-112;tt0212338;scene-112.ss-1204.es-1204.srt;tt0212338_scene_112.mp4;-1
546;1;tt0212338scene-113.ss-1205.es-1216;Easy Neg;1.00;[''];tt0212338-113;tt0212338;scene-113.ss-1205.es-1216.srt;tt0212338_scene_113.avi;112
547;1;tt0212338scene-114.ss-1217.es-1229;Easy Neg;1.00;[''];tt0212338-114;tt0212338;scene-114.ss-1217.es-1229.srt;tt0212338_scene_114.avi;113
548;1;tt0212338scene-115.ss-1230.es-1236;Easy Neg;1.00;[''];tt0212338-115;tt0212338;scene-115.ss-1230.es-1236.srt;tt0212338_scene_115.avi;114
549;0;tt0212338scene-116.ss-1237.es-1240;Easy Neg;0.99;[''];tt0212338-116;tt0212338;scene-116.ss-1237.es-1240.srt;tt0212338_scene_116.mp4;-1
550;1;tt0212338scene-117.ss-1241.es-1247;Easy Neg;1.00;[''];tt0212338-117;tt0212338;scene-117.ss-1241.es-1247.srt;tt0212338_scene_117.avi;116
551;1;tt0212338scene-118.ss-1248.es-1256;Easy Neg;1.00;[''];tt0212338-118;tt0212338;scene-118.ss-1248.es-1256.srt;tt0212338_scene_118.avi;117
552;1;tt0212338scene-119.ss-1257.es-1278;Easy Neg;1.00;[''];tt0212338-119;tt0212338;scene-119.ss-1257.es-1278.srt;tt0212338_scene_119.avi;118
553;1;tt0212338scene-120.ss-1279.es-1282;Not Sure;0.39;['Type of plan'];tt0212338-120;tt0212338;scene-120.ss-1279.es-1282.srt;tt0212338_scene_120.avi;119
554;1;tt0212338scene-121.ss-1283.es-1283;Hard Neg;1.00;['Speech', ' Activities'];tt0212338-121;tt0212338;scene-121.ss-1283.es-1283.srt;tt0212338_scene_121.avi;120
555;1;tt0212338scene-122.ss-1284.es-1289;Hard Neg;1.00;['Speech', ' Activities'];tt0212338-122;tt0212338;scene-122.ss-1284.es-1289.srt;tt0212338_scene_122.avi;121
556;1;tt0212338scene-123.ss-1290.es-1297;Hard Neg;1.00;['Speech', ' Activities'];tt0212338-123;tt0212338;scene-123.ss-1290.es-1297.srt;tt0212338_scene_123.avi;122
557;0;tt0212338scene-124.ss-1298.es-1301;Hard Neg;1.00;['Speech', ' Activities'];tt0212338-124;tt0212338;scene-124.ss-1298.es-1301.srt;tt0212338_scene_124.mp4;-1
558;1;tt0212338scene-125.ss-1302.es-1315;Hard Neg;1.00;['Speech', ' Activities'];tt0212338-125;tt0212338;scene-125.ss-1302.es-1315.srt;tt0212338_scene_125.avi;124
559;1;tt0212338scene-126.ss-1316.es-1327;Hard Neg;1.00;['Activities'];tt0212338-126;tt0212338;scene-126.ss-1316.es-1327.srt;tt0212338_scene_126.avi;125
560;1;tt0212338scene-127.ss-1328.es-1343;Hard Neg;1.00;['Activities'];tt0212338-127;tt0212338;scene-127.ss-1328.es-1343.srt;tt0212338_scene_127.avi;126
561;1;tt0212338scene-128.ss-1344.es-1347;Hard Neg;1.00;['Activities'];tt0212338-128;tt0212338;scene-128.ss-1344.es-1347.srt;tt0212338_scene_128.avi;127
562;1;tt0212338scene-129.ss-1348.es-1353;Hard Neg;1.00;['Activities'];tt0212338-129;tt0212338;scene-129.ss-1348.es-1353.srt;tt0212338_scene_129.avi;128
563;1;tt0212338scene-130.ss-1354.es-1356;Hard Neg;1.00;['Activities'];tt0212338-130;tt0212338;scene-130.ss-1354.es-1356.srt;tt0212338_scene_130.avi;129
564;1;tt0212338scene-131.ss-1357.es-1358;Hard Neg;1.00;['Activities'];tt0212338-131;tt0212338;scene-131.ss-1357.es-1358.srt;tt0212338_scene_131.avi;130
565;1;tt0212338scene-132.ss-1359.es-1373;Hard Neg;1.00;['Activities'];tt0212338-132;tt0212338;scene-132.ss-1359.es-1373.srt;tt0212338_scene_132.avi;131
566;1;tt0212338scene-133.ss-1374.es-1380;Hard Neg;1.00;['Activities'];tt0212338-133;tt0212338;scene-133.ss-1374.es-1380.srt;tt0212338_scene_133.avi;132
567;1;tt0212338scene-134.ss-1381.es-1386;Hard Neg;1.00;['Activities'];tt0212338-134;tt0212338;scene-134.ss-1381.es-1386.srt;tt0212338_scene_134.avi;133
568;1;tt0212338scene-135.ss-1387.es-1400;Hard Neg;1.00;['Activities'];tt0212338-135;tt0212338;scene-135.ss-1387.es-1400.srt;tt0212338_scene_135.avi;-1
569;1;tt0212338scene-136.ss-1401.es-1407;Hard Neg;1.00;['Activities'];tt0212338-136;tt0212338;scene-136.ss-1401.es-1407.srt;tt0212338_scene_136.avi;-1
570;1;tt0212338scene-137.ss-1408.es-1408;Hard Neg;1.00;['Activities'];tt0212338-137;tt0212338;scene-137.ss-1408.es-1408.srt;tt0212338_scene_137.avi;-1
571;1;tt0212338scene-138.ss-1409.es-1418;Hard Neg;0.87;['Activities'];tt0212338-138;tt0212338;scene-138.ss-1409.es-1418.srt;tt0212338_scene_138.avi;137
572;1;tt0212338scene-139.ss-1419.es-1428;Hard Neg;1.00;['Speech'];tt0212338-139;tt0212338;scene-139.ss-1419.es-1428.srt;tt0212338_scene_139.avi;138
573;1;tt0212338scene-140.ss-1429.es-1454;Hard Neg;1.00;['Speech'];tt0212338-140;tt0212338;scene-140.ss-1429.es-1454.srt;tt0212338_scene_140.avi;139
574;1;tt0212338scene-141.ss-1455.es-1493;Hard Neg;1.00;['Speech'];tt0212338-141;tt0212338;scene-141.ss-1455.es-1493.srt;tt0212338_scene_141.avi;140
575;1;tt0212338scene-142.ss-1494.es-1501;Hard Neg;0.96;['Speech'];tt0212338-142;tt0212338;scene-142.ss-1494.es-1501.srt;tt0212338_scene_142.avi;141
576;1;tt0212338scene-143.ss-1502.es-1507;Hard Neg;1.00;['Speech'];tt0212338-143;tt0212338;scene-143.ss-1502.es-1507.srt;tt0212338_scene_143.avi;-1
577;1;tt0212338scene-144.ss-1508.es-1522;Hard Neg;1.00;['Speech'];tt0212338-144;tt0212338;scene-144.ss-1508.es-1522.srt;tt0212338_scene_144.avi;143
578;0;tt0212338scene-145.ss-1523.es-1523;Hard Neg;0.98;['Clothes', ' Exp of  emotion'];tt0212338-145;tt0212338;scene-145.ss-1523.es-1523.srt;tt0212338_scene_145.mp4;-1
579;1;tt0212338scene-146.ss-1524.es-1532;Hard Neg;1.00;['Clothes', ' Exp of  emotion'];tt0212338-146;tt0212338;scene-146.ss-1524.es-1532.srt;tt0212338_scene_146.avi;145
580;0;tt0212338scene-147.ss-1533.es-1535;Hard Neg;1.00;['Clothes', ' Exp of  emotion'];tt0212338-147;tt0212338;scene-147.ss-1533.es-1535.srt;tt0212338_scene_147.mp4;-1
581;0;tt0212338scene-148.ss-1536.es-1538;Hard Neg;1.00;['Clothes', ' Exp of  emotion'];tt0212338-148;tt0212338;scene-148.ss-1536.es-1538.srt;tt0212338_scene_148.mp4;-1
582;1;tt0212338scene-149.ss-1539.es-1542;Hard Neg;0.50;['Speech'];tt0212338-149;tt0212338;scene-149.ss-1539.es-1542.srt;tt0212338_scene_149.avi;148
583;1;tt0212338scene-150.ss-1543.es-1554;Hard Neg;1.00;['Speech'];tt0212338-150;tt0212338;scene-150.ss-1543.es-1554.srt;tt0212338_scene_150.avi;-1
584;1;tt0212338scene-151.ss-1555.es-1564;Hard Neg;1.00;['Speech'];tt0212338-151;tt0212338;scene-151.ss-1555.es-1564.srt;tt0212338_scene_151.avi;150
585;1;tt0212338scene-152.ss-1565.es-1569;Not Sure;1.00;['Voice', ' Activities', ' Look', ' Exp of  emotion'];tt0212338-152;tt0212338;scene-152.ss-1565.es-1569.srt;tt0212338_scene_152.avi;151
586;1;tt0212338scene-153.ss-1570.es-1571;Hard Neg;0.98;['Speech'];tt0212338-153;tt0212338;scene-153.ss-1570.es-1571.srt;tt0212338_scene_153.avi;152
587;1;tt0212338scene-154.ss-1572.es-1590;Hard Neg;1.00;['Speech'];tt0212338-154;tt0212338;scene-154.ss-1572.es-1590.srt;tt0212338_scene_154.avi;153
588;0;tt0212338scene-155.ss-1591.es-1594;Hard Neg;1.00;['Speech'];tt0212338-155;tt0212338;scene-155.ss-1591.es-1594.srt;tt0212338_scene_155.mp4;-1
589;1;tt0212338scene-156.ss-1595.es-1597;Hard Neg;1.00;['Speech'];tt0212338-156;tt0212338;scene-156.ss-1595.es-1597.srt;tt0212338_scene_156.avi;155
590;1;tt0212338scene-157.ss-1598.es-1628;Hard Neg;1.00;['Speech'];tt0212338-157;tt0212338;scene-157.ss-1598.es-1628.srt;tt0212338_scene_157.avi;-1
591;1;tt0212338scene-158.ss-1629.es-1629;Hard Neg;1.00;['Speech'];tt0212338-158;tt0212338;scene-158.ss-1629.es-1629.srt;tt0212338_scene_158.avi;157
592;1;tt0212338scene-159.ss-1630.es-1630;Hard Neg;0.56;['Speech'];tt0212338-159;tt0212338;scene-159.ss-1630.es-1630.srt;tt0212338_scene_159.avi;158
